Year,Day,Control,Heating,eCO2,Heating_eCO2
2007,65,50.838176,125.2920627,76.620052,66.74522
2007,66,54.71380733,129.940324,77.21874467,53.30641533
2007,67,65.20402933,189.996238,101.3443567,41.58358533
2007,68,44.57242267,142.1340507,79.148878,56.78123667
2007,69,61.37902333,156.5068713,95.66713133,72.74253467
2007,70,55.39589067,126.2218867,84.220468,59.11393867
2007,71,60.79231067,106.1238567,78.58205133,78.42766333
2007,72,70.12993267,104.3543147,90.126472,117.3492627
2007,73,75.98072467,98.29543733,86.35434867,130.282266
2007,74,72.17765533,107.0334107,85.26579467,131.5531267
2007,75,80.93924467,117.6611887,90.565014,132.0486013
2007,76,124.0407567,177.1521333,136.2747327,169.507554
2007,77,138.009386,182.5734133,149.4378167,174.5692493
2007,78,95.23776533,143.295318,106.891496,117.511802
2007,79,103.8499993,160.5252607,125.123092,126.0825213
2007,80,97.93595333,144.335658,116.2465587,112.2321207
2007,81,91.80935067,140.447808,119.6668887,124.1496787
2007,82,96.49570667,134.796386,127.5238087,100.986212
2007,83,70.47903533,131.6055107,97.04643867,72.64380933
2007,84,105.287458,152.42313,126.114004,113.2635373
2007,85,102.2951373,148.036838,133.0931347,110.0102827
2007,86,74.92537267,129.3220287,113.5338247,67.24407333
2007,87,62.283292,113.3556727,101.6241807,70.289804
2007,88,65.15334,106.572046,117.5744827,85.621246
2007,89,58.39265533,80.06791867,105.4908107,82.42142
2007,90,31.00659,49.83610267,56.763382,49.579026
2007,91,85.59445133,89.528844,114.366892,100.4592193
2007,92,65.05152667,88.53809733,105.9644993,77.43271467
2007,93,53.720002,89.109228,111.118566,62.816868
2007,94,64.33437067,99.18202067,132.8874,77.55694
2007,95,76.43775733,103.2948033,146.8882673,71.46057067
2007,96,61.92333133,83.67522067,132.4945347,73.265528
2007,97,49.69254733,67.969426,123.5110913,87.5503
2007,98,62.052824,79.31577267,131.3160127,87.103508
2007,99,47.39399467,90.12233,110.3424567,54.720258
2007,100,82.78630333,94.499626,147.904824,95.44211667
2007,101,56.39405533,86.162988,153.7635727,66.79098933
2007,102,34.30156133,67.210006,106.4612567,41.16315533
2007,103,31.43195867,57.51630267,98.45030533,47.321022
2007,104,35.15512133,40.59539467,65.70383867,44.18935267
2007,105,60.575754,48.67995467,86.113824,70.197144
2007,106,48.410884,59.273274,120.741686,79.98656467
2007,107,38.21954067,51.697732,87.421638,46.06048133
2007,108,31.63114267,37.09622267,61.61903067,35.48615333
2007,109,31.43206333,36.36377733,71.66154933,36.96719
2007,110,82.78946333,42.450894,75.01438467,49.58735
2007,111,42.29386667,35.27399067,63.96828533,52.435418
2007,112,21.58532267,29.037922,51.41878,33.962358
2007,113,22.08815333,21.84855,35.34821267,22.93598467
2007,114,30.95760467,24.74545067,31.41973267,32.90639
2007,115,55.832034,45.91034867,45.765926,48.08579733
2007,116,36.21036067,36.78261133,34.880858,33.929052
2007,117,29.57368733,34.00719467,32.29420333,32.58934
2007,118,52.195938,35.922556,37.30714133,34.344534
2007,119,42.19484533,35.53126333,43.115326,35.389826
2007,120,30.401528,35.07229733,51.56920867,43.47731933
2007,121,46.92936267,56.51786933,92.42896533,59.57219933
2007,122,28.97034067,34.133966,59.82573333,38.92622667
2007,123,21.80704,32.20049667,52.61476667,30.160486
2007,124,18.76168867,31.33363333,50.403258,34.805572
2007,125,30.63545067,33.733746,57.63377933,60.30955267
2007,126,24.98946533,29.96349667,50.00949,62.44510067
2007,127,35.71587933,27.44064533,54.22658667,71.68778333
2007,128,26.60674933,25.18486,42.20907333,47.36215
2007,129,15.15893267,16.71046533,30.04422467,32.77744467
2007,130,28.28603267,26.451022,29.42299733,33.88639067
2007,131,51.30544267,54.81546733,43.77121267,56.92955933
2007,132,73.76246933,62.647724,67.57895533,83.190822
2007,133,51.96385867,51.00755733,52.27185933,59.720218
2007,134,44.43092667,40.09683067,56.86077867,66.08333733
2007,135,65.89533533,37.89392067,69.93690667,55.51544133
2007,136,60.330542,43.52833933,80.71194533,55.27576933
2007,137,36.56508067,54.02494733,96.61206133,60.71846667
2007,138,22.248534,38.48515533,69.84211733,46.589314
2007,139,15.868848,29.11851333,51.20848333,44.20994
2007,140,13.56028467,28.01403667,42.83493067,44.847866
2007,141,21.18788667,27.63095733,43.68106867,64.587476
2007,142,22.585766,27.94394133,44.85742267,69.248826
2007,143,14.52323933,23.081098,38.87727267,62.64162067
2007,144,11.44798933,16.02980867,24.03656,41.752956
2007,145,17.16100733,16.615438,25.903286,39.50868333
2007,146,14.74198,18.443304,32.748132,44.95394133
2007,147,8.653244,18.47710533,25.60759267,39.86214533
2007,148,50.534476,36.542942,41.51485067,75.95623933
2007,149,31.42828267,42.76834533,34.352124,69.41489867
2007,150,67.53508733,74.70261667,49.32714733,77.70879267
2007,151,88.12127133,86.10418867,70.193348,95.26438467
2007,152,98.25848667,75.63103133,86.595816,101.811966
2007,153,98.923664,76.75610933,91.62598133,81.333358
2007,154,82.49114067,72.54094467,87.20591,81.139506
2007,155,92.67783067,77.887888,81.95629733,92.30406133
2007,156,107.5492313,66.74054533,85.94273733,96.83440533
2007,157,117.9596193,62.11269533,96.74668067,102.9549547
2007,158,120.040936,57.605754,93.68121133,107.6283233
2007,159,107.4824227,46.99028933,70.07242667,91.36189333
2007,160,134.231348,77.143046,103.3520567,124.8238873
2007,161,166.4059667,88.45881467,150.0094473,137.2572187
2007,162,99.48363267,73.93582267,108.2821267,139.0752513
2007,163,124.5437493,79.20402667,104.8219,147.107002
2007,164,128.320606,86.118992,103.5702513,131.0760413
2007,165,102.057826,86.35096133,93.26145,127.0064693
2007,166,74.94478667,64.747868,73.75021267,112.8021747
2007,167,80.77228,54.07325867,61.07941333,108.176592
2007,168,94.2078,55.10005667,61.863844,106.7692467
2007,169,123.9720447,69.98804133,86.583232,117.839644
2007,170,87.61694,55.16429733,67.78889267,98.59049467
2007,171,103.5856727,52.42400867,77.62172733,106.1896773
2007,172,105.7984233,48.72879733,83.92534267,109.1782893
2007,173,105.9302547,53.84081667,96.71351,105.7005833
2007,174,65.04179133,58.12180267,90.10488933,88.75322533
2007,175,76.11201467,63.319518,83.05213133,69.97630933
2007,176,77.235378,78.96070067,79.72783867,89.54154733
2007,177,99.58357467,108.827686,108.5741747,122.6611047
2007,178,109.1013067,107.6521907,117.9377727,113.857462
2007,179,95.73713467,79.65230867,95.079742,77.64701067
2007,180,76.74748,69.602082,66.5289,50.76387733
2007,181,89.46940133,94.3103,90.43933733,69.66377933
2007,182,107.9838233,121.74963,96.90802667,100.361792
2007,183,115.9444707,135.2441333,135.8579333,114.1274553
2007,184,94.69714133,87.63829,107.0282107,93.15584533
2007,185,87.580994,59.78605533,81.93128133,79.02593933
2007,186,76.409634,68.686462,77.771296,73.56545067
2007,187,81.97633867,84.467704,94.17821067,97.906166
2007,188,91.421642,104.9482373,121.0823213,121.9325953
2007,189,77.52785067,77.10287333,87.27030933,99.79548333
2007,190,95.12741467,73.554688,85.026564,121.3671287
2007,191,112.0714213,106.9641553,125.41339,140.8463253
2007,192,112.6565993,113.087094,124.0419113,120.5994253
2007,193,39.689418,85.02329667,54.59792867,46.96781
2007,194,95.79878333,114.0179127,142.6035987,102.0795707
2007,195,76.04376067,111.9429807,147.436266,78.22469933
2007,196,52.21217,99.71645,131.73567,72.51190133
2007,197,48.001428,83.89981333,93.45710533,51.43720867
2007,198,47.987264,75.40416867,87.15755533,60.99391467
2007,199,40.54914333,76.62193867,127.647996,84.75003733
2007,200,27.28799267,50.27376733,83.92308667,62.99537467
2007,201,34.34184067,45.229186,63.55731267,55.70860933
2007,202,59.04162867,58.08724133,100.3088113,76.44280867
2007,203,48.57225467,57.28349067,98.586462,70.14751267
2007,204,29.787452,54.92470133,113.689466,82.41823467
2007,205,41.21013133,45.119134,90.455596,59.320944
2007,206,26.160802,37.50333333,79.06989467,44.77267333
2007,207,14.55505267,26.645712,44.11474067,44.52293333
2007,208,16.070582,38.20209733,53.80483933,35.272012
2007,209,40.77161267,58.559994,100.4029113,61.94593733
2007,210,31.81715667,51.98593,100.079272,45.519198
2007,211,20.19892067,42.61639867,68.12611467,23.70772267
2007,212,11.438774,35.714022,63.27156133,26.76990133
2007,213,14.14999867,37.69918933,70.373214,30.60467733
2007,214,15.84454533,34.24320933,62.97893867,34.399388
2007,215,10.393156,32.83838867,69.35131067,41.72825933
2007,216,18.12428267,35.30794267,55.09184533,29.681942
2007,217,10.789366,31.79793333,50.522742,26.185972
2007,218,12.840456,30.54218667,50.107168,29.36469333
2007,219,8.606038,28.94887,51.06971533,25.89115333
2007,220,8.902564667,24.60607667,43.97500867,27.439384
2007,221,13.341036,28.30897,40.879512,22.855494
2007,222,13.21059867,28.572232,47.23762733,27.61221533
2007,223,7.894224667,24.81305067,42.00428733,23.38750533
2007,224,7.112519333,22.62632867,33.604528,18.50311733
2007,225,6.010543333,20.38807533,33.574592,18.24254733
2007,226,4.567502,19.067168,32.87189333,16.17761467
2007,227,2.634478,15.152484,27.392826,17.69701933
2007,228,5.03047,35.15856067,36.70649,15.64215867
2007,229,16.64574333,45.43414933,47.44655,30.866924
2007,230,17.03774133,49.842124,50.45435067,29.09753733
2007,231,10.61355933,45.95201733,40.14611267,19.89712333
2007,232,13.05794467,56.92704267,42.76607933,17.19120267
2007,233,19.13817667,53.749464,54.24853333,36.54183933
2007,234,14.43603533,38.92466533,41.98327,32.06825533
2007,235,8.213019333,44.47114667,30.642164,11.42032467
2007,236,18.60775933,61.84395,39.40430467,26.49921667
2007,237,18.936702,51.257752,40.145122,29.15565933
2007,238,14.49511533,42.879422,35.17772267,27.32854067
2007,239,20.45399333,52.17784733,35.42680133,30.53070067
2007,240,10.54350467,47.22226333,26.419816,12.724618
2007,241,15.230854,36.466186,26.810504,27.83138533
2007,242,21.92397067,45.95207,37.79037733,53.77705867
2007,243,20.31006267,54.08237333,35.07771267,34.19926267
2007,244,18.69880133,50.88746267,27.65444867,23.22363667
2007,245,20.84714533,64.51700533,30.49048933,15.41663933
2008,1,12.57628133,35.09644333,29.60064,26.658694
2008,2,4.375534667,43.91612867,25.35737333,4.574330667
2008,3,10.03969,39.15503467,23.42840533,15.18576533
2008,4,9.481218,46.67308133,24.61175067,11.46128467
2008,5,3.473746,65.04055667,25.35855067,1.947539333
2008,6,4.751222667,73.63301267,23.01466,4.539526
2008,7,5.61474,48.56705467,18.442244,4.046656667
2008,8,4.214077333,25.14375733,12.12503133,3.418091333
2008,9,4.850998,22.75651467,12.302082,6.434384
2008,10,10.00295133,28.268402,16.85972467,11.927026
2008,11,10.50707533,18.48743467,15.89919333,15.66798467
2008,12,7.048971333,18.91803933,12.06785867,11.784658
2008,13,7.337850667,28.66836867,15.85349733,11.727618
2008,14,10.42359,40.82071467,20.17840067,14.889748
2008,15,8.510277333,40.99768667,20.68097133,9.039896
2008,16,3.851512667,44.328984,17.14976133,5.628368667
2008,17,5.549346667,51.65914267,20.912144,5.996534667
2008,18,10.41682533,54.83003133,21.305938,8.256260667
2008,19,11.107448,36.16262,18.458828,11.839212
2008,20,11.991734,30.24270267,17.787812,13.733604
2008,21,11.77781333,30.71349533,18.44911333,15.10105733
2008,22,12.61164333,45.008896,22.90922,12.650152
2008,23,14.444236,42.27184067,22.02419267,18.81656333
2008,24,14.69541933,39.51240533,21.60253733,19.87848533
2008,25,8.932926,39.736162,18.692688,8.716555333
2008,26,18.80262533,46.14389067,24.67323533,24.07124667
2008,27,17.42081067,45.50759533,24.269008,14.20831667
2008,28,15.135606,35.60135667,19.37874133,13.78582867
2008,29,20.367712,37.83318267,22.72680467,26.784722
2008,30,8.371288667,69.30743733,27.101796,3.410270667
2008,31,11.833146,78.397842,27.33705733,5.838746
2008,32,10.28884333,84.44088533,27.96496867,5.393473333
2008,33,11.339178,42.05079867,19.127414,9.559928667
2008,34,5.47927,36.287758,14.24493533,4.413388
2008,35,12.99505733,45.03790867,18.95746133,12.27471267
2008,36,15.64424333,36.99253933,19.80750933,16.61463933
2008,37,12.08222733,28.03914667,15.16881733,12.03814333
2008,38,6.026644,33.41128333,15.74717733,8.295205333
2008,39,16.460486,49.58188867,26.27195933,16.95794933
2008,40,6.113551333,42.97835533,20.33137,9.929167333
2008,41,8.941371333,58.50269333,25.90253867,6.664536
2008,42,17.03439133,68.631902,30.95148667,9.676173333
2008,43,11.90398267,53.25718933,24.92051333,8.489562667
2008,44,18.67674867,44.178026,27.45785,21.21948
2008,45,24.62815933,50.62094267,37.130132,29.76305867
2008,46,28.765794,46.86502867,37.861876,29.52183
2008,47,19.687076,42.61606333,23.04681533,17.698468
2008,48,30.16659733,50.99062867,31.138766,36.90975133
2008,49,39.22875933,53.12861133,39.42106333,53.94944333
2008,50,28.035526,58.723706,36.02681667,34.68584267
2008,51,35.73462333,82.68231933,35.70350067,30.38523067
2008,52,30.35533933,93.476432,35.82711067,16.57743467
2008,53,44.86394933,71.73710533,38.627924,42.21111933
2008,54,39.78882733,56.83128267,44.01356467,54.19475867
2008,55,25.82879533,62.03651467,32.47664467,28.987082
2008,56,39.520022,100.8744347,42.995534,29.060582
2008,57,50.59536267,124.054282,59.11152133,25.200456
2008,58,39.03753667,75.82245067,41.136328,31.316622
2008,59,31.02259,69.94991733,39.43031,38.44994
2008,60,32.45057267,80.15040533,44.39169333,27.97761667
2008,61,35.73402333,63.68633467,39.256748,29.18107933
2008,62,23.10779467,51.47233333,34.57716067,22.34006133
2008,63,29.182224,66.12454733,47.50490133,26.60637267
2008,64,38.09825467,61.161264,46.29476067,45.94706133
2008,65,29.08027533,63.66373067,41.9195,26.26166533
2008,66,31.73451333,69.533608,46.954602,23.189308
2008,67,43.600496,63.254848,52.88721533,32.31196733
2008,68,38.90824333,36.381,47.48920733,42.74449467
2008,69,38.31793533,35.893402,52.66834133,60.63883067
2008,70,40.66812067,46.516278,67.02463267,60.54010667
2008,71,49.9927,74.15518733,82.095782,43.69418733
2008,72,54.17308,77.30785067,96.68071333,55.648604
2008,73,36.21757533,59.125584,68.16038133,30.40563533
2008,74,25.686054,62.427108,65.80472733,23.169486
2008,75,35.86359933,62.30176533,81.10776933,48.238164
2008,76,30.67123667,50.06987667,67.24951133,30.844986
2008,77,29.370924,42.07608267,68.74813133,44.96352067
2008,78,40.96711533,52.327024,84.87861133,46.001854
2008,79,42.71155867,46.07006133,79.05181667,39.345434
2008,80,41.83613667,34.73196867,76.412,53.17659
2008,81,42.496236,37.787818,70.074144,48.116924
2008,82,47.94611933,37.93081533,87.83752333,64.35574533
2008,83,28.63206133,34.33173933,61.98146867,39.71076
2008,84,77.48571667,67.228616,82.87761467,67.294136
2008,85,86.109194,96.23488733,94.12951,65.58261333
2008,86,63.699826,85.83184067,78.606246,41.17104
2008,87,28.27108867,77.04878,58.54573133,29.26641333
2008,88,46.63538933,108.354496,79.74694,36.62769933
2008,89,51.382842,85.175614,82.47797333,51.31627
2008,90,63.73390333,91.51639267,105.664164,72.61874667
2008,91,62.652248,107.593734,98.34814067,65.83976067
2008,92,72.00483,112.0485693,100.271096,84.4674
2008,93,94.56371733,111.6910127,132.367042,100.4964247
2008,94,91.291052,98.903568,126.1077093,112.4486007
2008,95,101.0762473,133.3896747,121.1972773,121.1988407
2008,96,95.09993533,102.0458853,79.36962267,88.04241267
2008,97,109.459576,127.2384233,96.08828933,107.6506347
2008,98,157.2809,183.617678,172.735744,167.2313753
2008,99,125.9679567,169.5706107,157.1426207,137.6438267
2008,100,101.5602087,169.7041187,152.5273193,128.3956773
2008,101,117.2819973,189.0246873,175.4471433,155.4408853
2008,102,126.2466593,185.4491233,181.2262407,157.1432287
2008,103,68.92932667,155.633532,107.2235193,110.2058927
2008,104,83.80570467,178.912532,130.7009813,162.297642
2008,105,103.7484113,186.4226947,144.324958,152.93181
2008,106,99.02097133,163.1376653,127.3806913,122.5358887
2008,107,87.205918,150.965238,109.529722,106.47787
2008,108,96.770888,141.062982,107.7123827,115.8941353
2008,109,145.81928,164.7734573,161.9316753,179.668946
2008,110,110.9503393,116.8315047,104.522008,127.9835907
2008,111,139.3594433,121.350314,121.6674007,151.855406
2008,112,146.8384847,114.3913133,120.1569633,140.7842447
2008,113,151.58683,101.7096393,137.597468,153.7873927
2008,114,97.13983867,72.88873333,111.1867647,110.0417407
2008,115,99.64002133,75.83487533,99.09898933,110.3872767
2008,116,107.8178233,74.400244,120.89282,128.133642
2008,117,93.03071733,69.366568,102.9825093,107.1245153
2008,118,81.261074,63.36342333,113.8860027,115.493336
2008,119,110.5661447,67.97400733,119.8824147,126.0662293
2008,120,114.2029627,63.911776,116.5545347,101.7211947
2008,121,96.66021133,64.01969,122.505334,116.8271593
2008,122,51.638608,51.407246,104.2687267,90.11032267
2008,123,36.47889067,39.371516,83.31486467,45.55986467
2008,124,33.869034,33.23881467,64.963428,47.44535533
2008,125,57.84504133,42.68850467,80.52328667,66.96212733
2008,126,28.98611,45.735436,85.35166667,79.30292533
2008,127,20.26087933,31.32828467,66.29463333,48.98333333
2008,128,29.86858467,21.19444667,48.09467267,45.03054667
2008,129,37.73103467,23.97247933,61.79515333,45.08820533
2008,130,40.51836267,27.493268,72.616286,52.27882733
2008,131,27.82535933,31.59223067,83.19553733,68.48370933
2008,132,15.342942,23.611192,59.38876933,39.48130667
2008,133,19.300708,16.081896,39.24902867,20.18543333
2008,134,36.818612,23.83756267,49.26006867,31.5807
2008,135,17.570918,24.18215667,58.852262,36.044254
2008,136,11.73006067,15.626106,38.00851333,25.03658467
2008,137,7.852366667,15.27081,29.166086,20.028976
2008,138,7.344217333,12.87500067,24.492782,15.43405267
2008,139,21.59724667,14.60235867,23.48808733,14.98227067
2008,140,9.319197333,17.06714667,33.188104,23.718814
2008,141,8.059685333,15.82178733,32.29961467,21.184844
2008,142,6.059026667,9.824250667,18.298688,13.84674
2008,143,7.664108667,9.64638,17.113454,13.979076
2008,144,6.981506,11.512172,21.70233533,15.02491533
2008,145,9.239655333,11.35414533,26.20980867,21.64587733
2008,146,9.487574667,12.03580667,30.46572133,24.85140933
2008,147,17.01865533,13.57519667,30.482996,22.800934
2008,148,14.120128,14.23409867,30.18994,17.57946867
2008,149,10.33792667,11.84809733,33.68826067,19.3262
2008,150,13.28876133,13.064866,35.059066,20.799632
2008,151,10.79242267,10.551248,28.14651067,18.770932
2008,152,7.983026,12.82520067,30.47363867,17.58752267
2008,153,10.009826,12.288538,22.068204,15.22244333
2008,154,4.417614667,10.80000467,18.45185933,15.353972
2008,155,5.308592,7.615160667,12.292756,11.94704267
2008,156,8.634192,7.512872667,10.39496667,12.71189467
2008,157,11.58400267,10.366772,14.227842,14.538254
2008,158,24.65043667,24.43788,21.85643467,23.11112867
2008,159,58.24687,56.78715067,18.93559667,41.79433667
2008,160,76.27730267,84.63916733,31.55444067,57.07816067
2008,161,78.905658,84.12358867,36.34180733,49.967272
2008,162,92.519832,90.87136933,60.989264,69.31694333
2008,163,78.77440733,72.36417133,62.663034,65.98886533
2008,164,105.2408427,91.11575467,95.13328867,101.559728
2008,165,117.9145353,79.43131667,117.9157967,116.8515767
2008,166,109.0001427,88.503204,114.7300047,107.705836
2008,167,98.56512667,101.8828007,95.16295333,93.24430533
2008,168,69.48848467,57.530892,43.84680267,46.893438
2008,169,99.56026267,81.13617333,62.31955533,67.74770133
2008,170,106.718126,111.7868933,112.951676,101.7533347
2008,171,127.976672,132.991778,159.1027387,121.4165113
2008,172,133.434744,145.6863153,148.5992547,106.652148
2008,173,138.1206127,144.1528227,138.6642607,133.927792
2008,174,175.677764,172.5175827,198.2960993,181.4216227
2008,175,147.802594,152.1106453,157.11446,158.181602
2008,176,137.0083507,153.5259833,131.5976213,124.6512753
2008,177,161.7544153,130.2107747,114.8354433,120.3777507
2008,178,155.2245453,99.88702267,106.5681247,131.7897633
2008,179,188.9281167,109.1333607,127.225774,154.3259153
2008,180,166.3853033,131.27437,127.5408827,180.704418
2008,181,155.8783433,158.3808293,147.5514713,186.5413653
2008,182,168.1631387,154.0313833,146.0454207,163.5304873
2008,183,159.289006,118.1214773,122.5108787,143.1223207
2008,184,160.6995027,114.9541793,121.8469373,143.9648453
2008,185,168.7530927,115.3726333,110.8620507,137.7128387
2008,186,172.768478,142.6765527,142.8556787,155.435242
2008,187,199.101976,148.0482147,139.4947207,133.0904433
2008,188,128.0989447,113.1686453,122.1512153,113.2693213
2008,189,103.40992,110.518866,82.876602,73.95134733
2008,190,116.001834,120.1928327,115.1690653,95.24204933
2008,191,103.9172293,119.4297687,104.324896,80.46175467
2008,192,67.77332933,103.829354,81.478526,53.762066
2008,193,85.43890733,116.3107213,140.1639047,89.26227667
2008,194,75.28846933,103.739652,118.4602333,74.82111533
2008,195,46.92988467,75.69504,63.42381467,44.338688
2008,196,67.90879533,92.193138,67.925564,49.44957133
2008,197,99.193126,116.7912613,153.33976,113.034016
2008,198,85.39691533,99.98994467,125.9290927,99.615386
2008,199,88.85509133,135.544194,147.456752,105.9138813
2008,200,101.79056,143.7991547,153.571814,89.976924
2008,201,86.52531267,125.29688,134.66758,88.40187733
2008,202,83.457432,121.1445067,126.1942447,98.03785867
2008,203,84.60476133,124.3093827,116.6570913,92.359208
2008,204,88.697908,117.7191833,113.271738,95.46862067
2008,205,79.88804067,102.4601167,92.633504,79.09215533
2008,206,83.69854333,106.1224313,103.409772,85.13424067
2008,207,108.800722,118.758658,125.4358593,104.158454
2008,208,102.4841993,110.7118907,127.05665,99.59012933
2008,209,95.68429,102.3881233,135.2428807,99.79829267
2008,210,56.47956667,72.266516,107.3557693,89.782658
2008,211,81.38972333,77.690348,102.271362,91.66729467
2008,212,88.751912,79.87970067,126.8381927,105.769746
2008,213,84.11770533,71.24470667,101.5094933,85.76603867
2008,214,72.71938,64.90439867,119.4875533,100.9633113
2008,215,60.57024467,65.29543867,105.899348,64.723754
2008,216,44.982956,47.390122,78.56380333,47.67398133
2008,217,43.418614,49.52503267,86.78172267,57.18216
2008,218,38.51583667,44.573538,80.46167733,56.307122
2008,219,30.49817933,37.88101,64.72589267,46.230828
2008,220,40.97224733,51.01949267,86.35466,54.28174133
2008,221,39.04818733,50.817408,95.90169467,56.78811
2008,222,31.70178067,44.08783933,89.22350533,45.342686
2008,223,12.537004,37.12718133,54.264088,22.14696267
2008,224,14.16097,56.56095867,58.871996,24.73868133
2008,225,3.326352,48.73114,39.36664467,13.07098133
2008,226,6.627459333,42.47831333,41.72602667,14.45456867
2008,227,11.16309133,55.35032467,51.95010867,16.46408133
2008,228,9.268440667,48.69872467,46.519396,14.59536533
2008,229,8.90426,38.65973867,39.35503,14.63461533
2008,230,8.78414,31.31932,42.89313867,23.663614
2008,231,10.40197,26.70424667,44.85224333,30.06001267
2008,232,8.903024,22.505022,42.975672,30.04995933
2008,233,13.03444933,22.381406,38.51464667,31.785602
2008,234,2.820024,20.54560267,25.818756,14.55588733
2008,235,4.629673333,27.73848467,34.798396,19.698742
2008,236,8.609226667,52.610518,51.273572,15.070236
2008,237,13.17192067,50.46308533,50.07852533,18.251752
2008,238,8.944450667,38.464832,40.23332133,14.78294733
2008,239,8.317149333,32.21312867,37.59668267,15.36793133
2008,240,6.803805333,35.187204,35.35628733,10.92293267
2008,241,8.762967333,30.69221267,37.16121667,21.119208
2008,242,9.242898667,19.470758,37.26918867,34.311746
2008,243,5.158378667,15.18221267,27.30633867,17.211434
2008,244,7.879356,18.33619333,25.89831933,20.23154267
2008,245,7.446821333,22.333888,36.55111867,20.537826
2009,1,4.625918,24.74247333,17.755072,9.789760667
2009,2,4.958162,20.80112,18.352778,11.57125667
2009,3,6.432020667,18.65243267,15.51702733,10.91446
2009,4,11.748804,19.19898133,17.58742867,19.70000533
2009,5,11.59598267,16.54685067,15.64287133,13.06123133
2009,6,9.651552,16.48213667,14.52595333,12.88752867
2009,7,6.456924667,31.289468,19.34121867,9.677206
2009,8,10.71295133,36.744498,20.62537733,9.331452
2009,9,3.834554,55.978156,19.17661733,2.764984
2009,10,3.630236,90.32313533,25.97994133,1.548375333
2009,11,4.280585333,43.71708733,13.876912,3.4083
2009,12,2.529167333,22.65437267,8.63038,2.425047333
2009,13,3.206122667,20.55717,7.422878,3.783613333
2009,14,5.041257333,17.81856533,8.924144,6.878052667
